"forme";"féminin";"féminin_pluriel";"pluriel";"z";"indice";"Id"
"entraînable";;;"entraînables";0;0;48562
"enturbanné";"enturbannée";"enturbannées";"enturbannés";0;0;48569
"entérique";;;"entériques";0;0;48570
"envahisseur";"envahisseuse";"envahisseuses";"envahisseurs";0;6;48574
"enviable";;;"enviables";0;4;48578
"enviné";"envinée";"envinées";"envinés";0;0;48580
"ergoteur";"ergoteuse";"ergoteuses";"ergoteurs";0;0;48586
"erratique";;;"erratiques";0;5;48589
"erroné";"erronée";"erronées";"erronés";0;7;48590
"esbroufeur";"esbroufeuse";"esbroufeuses";"esbroufeurs";0;0;48592
"escamotable";;;"escamotables";0;2;48593
"bouffissant";"bouffissante";"bouffissantes";"bouffissants";0;0;85353
"bouffonnant";"bouffonnante";"bouffonnantes";"bouffonnants";0;0;85354
"bougeant";"bougeante";"bougeantes";"bougeants";0;0;85355
"bougonnant";"bougonnante";"bougonnantes";"bougonnants";0;0;85356
"bouillant";"bouillante";"bouillantes";"bouillants";0;8;85357
"bouillonnant";"bouillonnante";"bouillonnantes";"bouillonnants";0;3;85358
"bouillottant";"bouillottante";"bouillottantes";"bouillottants";0;0;85359
"boulangeant";"boulangeante";"boulangeantes";"boulangeants";0;0;85360
"boulant";"boulante";"boulantes";"boulants";0;0;85361
"bouleversant";"bouleversante";"bouleversantes";"bouleversants";0;4;85362
"boulinant";"boulinante";"boulinantes";"boulinants";0;0;85363
"boulochant";"boulochante";"boulochantes";"boulochants";0;0;85364
"boulonnant";"boulonnante";"boulonnantes";"boulonnants";0;0;85365
"boulottant";"boulottante";"boulottantes";"boulottants";0;0;85366
"boumant";"boumante";"boumantes";"boumants";0;0;85367
"bouquinant";"bouquinante";"bouquinantes";"bouquinants";0;0;85368
"bourassant";"bourassante";"bourassantes";"bourassants";0;0;85369
"bourdant";"bourdante";"bourdantes";"bourdants";0;0;85370
"bourdonnant";"bourdonnante";"bourdonnantes";"bourdonnants";0;2;85371
"bourgeonnant";"bourgeonnante";"bourgeonnantes";"bourgeonnants";0;0;85372
"escarpé";"escarpée";"escarpées";"escarpés";0;6;48594
"esclavagiste";;;"esclavagistes";0;0;48595
"esclavon";"esclavone";"esclavones";"esclavons";0;0;48596
"escomptable";;;"escomptables";0;0;48597
"espagnol";"espagnole";"espagnoles";"espagnols";0;101;48599
"espiègle";;;"espiègles";0;3;48600
"espérantiste";;;"espérantistes";0;0;48601
"esquimau";"esquimaude";"esquimaudes";"esquimaux";0;3;48602
"essentiel";"essentielle";"essentielles";"essentiels";0;623;48604
"esseulé";"esseulée";"esseulées";"esseulés";0;2;48605
"essénien";"essénienne";"esséniennes";"esséniens";0;0;48606
"esthétique";;;"esthétiques";0;32;48607
"estimable";;;"estimables";0;1;48608
"estimatif";"estimative";"estimatives";"estimatifs";0;1;48609
"estival";"estivale";"estivales";"estivaux";0;1;48610
"estonien";"estonienne";"estoniennes";"estoniens";0;39;48612
"estudiantin";"estudiantine";"estudiantines";"estudiantins";0;2;48614
"ethnique";;;"ethniques";0;50;48615
"eucharistique";;;"eucharistiques";0;0;48616
"euclidien";"euclidienne";"euclidiennes";"euclidiens";0;6;48617
"eudiométrique";;;"eudiométriques";0;0;48618
"eugénique";;;"eugéniques";0;0;48619
"euphonique";;;"euphoniques";0;0;48620
"euphorique";;;"euphoriques";0;1;48621
"euphémique";;;"euphémiques";0;0;48622
"eurafricain";"eurafricaine";"eurafricaines";"eurafricains";0;0;48623
"euristique";;;"euristiques";0;0;48625
"européen";"européenne";"européennes";"européens";0;163;48626
"eurythmique";;;"eurythmiques";0;0;48627
"euscarien";"euscarienne";"euscariennes";"euscariens";0;0;48628
"euskarien";"euskarienne";"euskariennes";"euskariens";0;0;48629
"eutectique";;;"eutectiques";0;0;48630
"exact";"exacte";"exactes";"exacts";0;86;48632
"exagérateur";"exagératrice";"exagératrices";"exagérateurs";0;0;48633
"exanthématique";;;"exanthématiques";0;0;48638
"bourlinguant";"bourlinguante";"bourlinguantes";"bourlinguants";0;0;85373
"bourrelant";"bourrelante";"bourrelantes";"bourrelants";0;0;85374
"bourrant";"bourrante";"bourrantes";"bourrants";0;0;85375
"bourriquant";"bourriquante";"bourriquantes";"bourriquants";0;0;85376
"boursicotant";"boursicotante";"boursicotantes";"boursicotants";0;0;85377
"boursouflant";"boursouflante";"boursouflantes";"boursouflants";0;0;85378
"bousculant";"bousculante";"bousculantes";"bousculants";0;0;85379
"excellent";"excellente";"excellentes";"excellents";0;55;48640
"excellentissime";;;"excellentissimes";0;0;48641
"excentrique";;;"excentriques";0;5;48642
"exceptionnel";"exceptionnelle";"exceptionnelles";"exceptionnels";0;85;48643
"excessif";"excessive";"excessives";"excessifs";0;58;48644
"excitable";;;"excitables";0;0;48645
"excitateur";"excitatrice";"excitatrices";"excitateurs";0;0;48647
"exclamatif";"exclamative";"exclamatives";"exclamatifs";0;0;48649
"excrémentiel";"excrémentielle";"excrémentielles";"excrémentiels";0;0;48654
"excréteur";"excrétrice";"excrétrices";"excréteurs";0;1;48655
"excrétoire";;;"excrétoires";0;0;48656
"excédentaire";;;"excédentaires";0;3;48659
"exemplaire";;;"exemplaires";0;30;48660
"exempt";"exempte";"exemptes";"exempts";0;3;48661
"exhaustif";"exhaustive";"exhaustives";"exhaustifs";0;33;48663
"exhibitionniste";;;"exhibitionnistes";0;0;48664
"exigible";;;"exigibles";0;13;48666
"exigu";"exiguë";"exiguës";"exigus";0;7;48667
"exinscrit";"exinscrite";"exinscrites";"exinscrits";0;0;48669
"existentialiste";;;"existentialistes";0;4;48671
"existentiel";"existentielle";"existentielles";"existentiels";0;8;48672
"exogame";;;"exogames";0;0;48673
"exogène";;;"exogènes";0;0;48674
"exophtalmique";;;"exophtalmiques";0;0;48675
"exorbitant";"exorbitante";"exorbitantes";"exorbitants";0;8;48676
"exorbité";"exorbitée";"exorbitées";"exorbités";0;2;48677
"exothermique";;;"exothermiques";0;0;48678
"exotique";;;"exotiques";0;1;48679
"exotérique";;;"exotériques";0;0;48680
"expansible";;;"expansibles";0;0;48681
"expansif";"expansive";"expansives";"expansifs";0;0;48682
"expansionniste";;;"expansionnistes";0;0;48683
"expert";"experte";"expertes";"experts";0;323;48686
"expiatoire";;;"expiatoires";0;0;48687
"expirateur";"expiratrice";"expiratrices";"expirateurs";0;0;48689
"explicable";;;"explicables";0;3;48690
"explicatif";"explicative";"explicatives";"explicatifs";0;77;48691
"explicite";;;"explicites";0;153;48692
"exploitable";;;"exploitables";0;9;48693
"explorateur";"exploratrice";"exploratrices";"explorateurs";0;2;48696
"explétif";"explétive";"explétives";"explétifs";0;0;48699
"exponentiel";"exponentielle";"exponentielles";"exponentiels";0;8;48700
"exportateur";"exportatrice";"exportatrices";"exportateurs";0;1;48701
"expresse";"exprès";;"expresses";0;68;48704
"expressif";"expressive";"expressives";"expressifs";0;8;48705
"expressionniste";;;"expressionnistes";0;0;48706
"exprimable";;;"exprimables";0;0;48707
"expropriateur";"expropriatrice";"expropriatrices";"expropriateurs";0;0;48708
"expédient";"expédiente";"expédientes";"expédients";0;2;48710
"expéditif";"expéditive";"expéditives";"expéditifs";0;2;48711
"expéditionnaire";;;"expéditionnaires";0;1;48712
"expérimental";"expérimentale";"expérimentales";"expérimentaux";0;37;48713
"exsangue";;;"exsangues";0;6;48716
"extatique";;;"extatiques";0;0;48718
"extemporané";"extemporanée";"extemporanées";"extemporanés";0;0;48719
"extenseur";;;"extenseurs";0;0;48720
"extensible";;;"extensibles";0;1;48721
"extensif";"extensive";"extensives";"extensifs";0;9;48722
"exterminateur";"exterminatrice";"exterminatrices";"exterminateurs";0;0;48723
"externe";;;"externes";0;219;48724
"extincteur";"extinctrice";"extinctrices";"extincteurs";0;0;48725
"extractif";"extractive";"extractives";"extractifs";0;2;48727
"extrajudiciaire";;;"extrajudiciaires";0;1;48728
"boustifaillant";"boustifaillante";"boustifaillantes";"boustifaillants";0;0;85381
"boutant";"boutante";"boutantes";"boutants";0;0;85382
"boutonnant";"boutonnante";"boutonnantes";"boutonnants";0;0;85383
"bouturant";"bouturante";"bouturantes";"bouturants";0;0;85384
"boxant";"boxante";"boxantes";"boxants";0;0;85385
"boyautant";"boyautante";"boyautantes";"boyautants";0;0;85386
"extralucide";;;"extralucides";0;0;48729
"extraordinaire";;;"extraordinaires";0;45;48730
"extraterrestre";;;"extraterrestres";0;0;48731
"extravagant";"extravagante";"extravagantes";"extravagants";0;12;48732
"extraverti";"extravertie";"extraverties";"extravertis";0;0;48733
"extrinsèque";;;"extrinsèques";0;1;48734
"extroverti";"extrovertie";"extroverties";"extrovertis";0;0;48735
"extrémiste";;;"extrémistes";0;8;48736
"extrême";;;"extrêmes";0;68;48737
"extérieur";"extérieure";"extérieures";"extérieurs";0;46;48739
"exubérant";"exubérante";"exubérantes";"exubérants";0;3;48740
"exécrable";;;"exécrables";0;2;48742
"exécutable";;;"exécutables";0;0;48743
"exécuteur";"exécutrice";"exécutrices";"exécuteurs";0;5;48744
"exécutif";"exécutive";"exécutives";"exécutifs";0;18;48745
"exécutoire";;;"exécutoires";0;0;48746
"exégétique";;;"exégétiques";0;0;48747
"fabulateur";"fabulatrice";"fabulatrices";"fabulateurs";0;0;48748
"facial";"faciale";"faciales";"faciaux";0;2;48750
"facile";;;"faciles";0;129;48751
"factice";;;"factices";0;4;48752
"factitif";"factitive";"factitives";"factitifs";0;0;48754
"factoriel";"factorielle";"factorielles";"factoriels";0;0;48755
"facultatif";"facultative";"facultatives";"facultatifs";0;74;48756
"fade";;;"fades";0;4;48759
"faiblard";"faiblarde";"faiblardes";"faiblards";0;0;48760
"faible";;;"faibles";0;220;48761
"faignant";"faignante";"faignantes";"faignants";0;0;48763
"faillible";;;"faillibles";0;0;48765
"fainéant";"fainéante";"fainéantes";"fainéants";0;0;48766
"falciforme";;;"falciformes";0;0;48770
"falot";"falote";"falotes";"falots";0;1;48772
"familial";"familiale";"familiales";"familiaux";0;109;48774
"familier";"familière";"familières";"familiers";0;14;48775
"famé";"famée";"famées";"famés";0;2;48776
"famélique";;;"faméliques";0;2;48777
"boycottant";"boycottante";"boycottantes";"boycottants";0;0;85387
"braconnant";"braconnante";"braconnantes";"braconnants";0;0;85388
"bradant";"bradante";"bradantes";"bradants";0;0;85389
"braillant";"braillante";"braillantes";"braillants";0;0;85390
"fanatique";;;"fanatiques";0;12;48778
"fanfaron";"fanfaronne";"fanfaronnes";"fanfarons";0;1;48779
"fantasmagorique";;;"fantasmagoriques";0;0;48782
"fantasmatique";;;"fantasmatiques";0;0;48783
"fantasque";;;"fantasques";0;4;48784
"fantastique";;;"fantastiques";0;23;48785
"fantomatique";;;"fantomatiques";0;0;48786
"faradique";;;"faradiques";0;0;48788
"faraud";"faraude";"faraudes";"farauds";0;0;48790
"farceur";"farceuse";"farceuses";"farceurs";0;3;48791
"farfelu";"farfelue";"farfelues";"farfelus";0;3;48794
"farinacé";"farinacée";"farinacées";"farinacés";0;0;48795
"farouche";;;"farouches";0;19;48797
"fasciculé";"fasciculée";"fasciculées";"fasciculés";0;0;48798
"fascinateur";"fascinatrice";"fascinatrices";"fascinateurs";0;0;48800
"fasciste";;;"fascistes";0;3;48801
"fascié";"fasciée";"fasciées";"fasciés";0;0;48802
"fascé";"fascée";"fascées";"fascés";0;0;48803
"faste";;;"fastes";0;4;48804
"fastigié";"fastigiée";"fastigiées";"fastigiés";0;0;48806
"fat";"fate";"fates";"fats";0;0;48808
"fatal";"fatale";"fatales";"fatals";0;11;48809
"fataliste";;;"fatalistes";0;1;48810
"fatidique";;;"fatidiques";0;2;48811
"fatigable";;;"fatigables";0;0;48812
"fatigant";"fatigante";"fatigantes";"fatigants";0;2;48813
"faubourien";"faubourienne";"faubouriennes";"faubouriens";0;0;48815
"faunesque";;;"faunesques";0;0;48817
"faunique";;;"fauniques";0;0;48818
"fautif";"fautive";"fautives";"fautifs";0;5;48819
"fauve";;;"fauves";0;23;48820
"favorable";;;"favorables";0;1025;48822
"favori";"favorite";"favorites";"favoris";0;3;48823
"façonnier";"façonnière";"façonnières";"façonniers";0;0;48824
"faîtière";;;"faîtières";0;1;48825
"faïencé";"faïencée";"faïencées";"faïencés";0;0;48826
"femelle";;;"femelles";0;50;48829
"bramant";"bramante";"bramantes";"bramants";0;0;85392
"brancardant";"brancardante";"brancardantes";"brancardants";0;0;85393
"branchant";"branchante";"branchantes";"branchants";0;0;85394
"brandillant";"brandillante";"brandillantes";"brandillants";0;0;85395
"brandissant";"brandissante";"brandissantes";"brandissants";0;0;85396
"branlant";"branlante";"branlantes";"branlants";0;5;85397
"fenêtré";"fenêtrée";"fenêtrées";"fenêtrés";0;0;48832
"ferme";;;"fermes";0;86;48834
"fermentescible";;;"fermentescibles";0;0;48835
"ferrique";;;"ferriques";0;2;48839
"ferromagnétique";;;"ferromagnétiques";0;3;48840
"ferroviaire";;;"ferroviaires";0;34;48841
"fertile";;;"fertiles";0;6;48844
"fervent";"fervente";"ferventes";"fervents";0;2;48846
"fessier";"fessière";"fessières";"fessiers";0;0;48847
"fessu";"fessue";"fessues";"fessus";0;0;48848
"feu";;;"feux";0;40;48849
"feue";;;"feues";0;0;48850
"feuillu";"feuillue";"feuillues";"feuillus";0;5;48852
"fiable";;;"fiables";0;30;48855
"fibrillaire";;;"fibrillaires";0;0;48858
"fichu";"fichue";"fichues";"fichus";0;3;48862
"fictif";"fictive";"fictives";"fictifs";0;6;48863
"fiduciaire";;;"fiduciaires";0;10;48864
"fidèle";;;"fidèles";0;99;48865
"fidéiste";;;"fidéistes";0;0;48866
"fier";"fière";"fières";"fiers";0;1;48869
"figuline";;;"figulines";0;0;48870
"figuratif";"figurative";"figuratives";"figuratifs";0;2;48871
"filial";"filiale";"filiales";"filiaux";0;5;48878
"filiforme";;;"filiformes";0;1;48879
"braquant";"braquante";"braquantes";"braquants";0;0;85398
"brassant";"brassante";"brassantes";"brassants";0;0;85401
"brasseyant";"brasseyante";"brasseyantes";"brasseyants";0;0;85402
"bravant";"bravante";"bravantes";"bravants";0;0;85403
"brayant";"brayante";"brayantes";"brayants";0;0;85404
"bredouillant";"bredouillante";"bredouillantes";"bredouillants";0;0;85405
"brélant";"brélante";"brélantes";"brélants";0;0;85406
"brêlant";"brêlante";"brêlantes";"brêlants";0;0;85407
"brellant";"brellante";"brellantes";"brellants";0;0;85408
"bretaillant";"bretaillante";"bretaillantes";"bretaillants";0;0;85410
"brettelant";"brettelante";"brettelantes";"brettelants";0;0;85411
"brettant";"brettante";"brettantes";"brettants";0;0;85412
"brevetant";"brevetante";"brevetantes";"brevetants";0;0;85413
"fin";"fine";"fines";"fins";0;1579;48882
"final";"finale";"finales";"finals";0;904;48883
"finaliste";;;"finalistes";0;2;48884
"financier";"financière";"financières";"financiers";0;366;48885
"finassier";"finassière";"finassières";"finassiers";0;0;48886
"finaud";"finaude";"finaudes";"finauds";0;0;48887
"fiscal";"fiscale";"fiscales";"fiscaux";0;67;48892
"fissile";;;"fissiles";0;1;48893
"fistulaire";;;"fistulaires";0;0;48894
"fixateur";"fixatrice";"fixatrices";"fixateurs";0;1;48896
"fixatif";"fixative";"fixatives";"fixatifs";0;0;48897
"fixe";;;"fixes";0;398;48898
"fixiste";;;"fixistes";0;0;48899
"fiérot";"fiérote";"fiérotes";"fiérots";0;0;48901
"flagada";;;"flagadas";0;0;48904
"flagorneur";"flagorneuse";"flagorneuses";"flagorneurs";0;1;48907
"flagrant";"flagrante";"flagrantes";"flagrants";0;9;48908
"flaireur";"flaireuse";"flaireuses";"flaireurs";0;0;48909
"flamand";"flamande";"flamandes";"flamands";0;23;48910
"flamenco";;;"flamencos";0;0;48914
"flamingant";"flamingante";"flamingantes";"flamingants";0;0;48915
"flammé";"flammée";"flammées";"flammés";0;0;48916
"flandrin";"flandrine";"flandrines";"flandrins";0;0;48917
"flapi";"flapie";"flapies";"flapis";0;0;48919
"flasque";;;"flasques";0;1;48920
"flatteur";"flatteuse";"flatteuses";"flatteurs";0;1;48921
"flatulent";"flatulente";"flatulentes";"flatulents";0;0;48922
"flavescent";"flavescente";"flavescentes";"flavescents";0;0;48923
"flegmatique";;;"flegmatiques";0;1;48924
"flemmard";"flemmarde";"flemmardes";"flemmards";0;0;48925
"bricolant";"bricolante";"bricolantes";"bricolants";0;0;85414
"bridant";"bridante";"bridantes";"bridants";0;0;85415
"bridgeant";"bridgeante";"bridgeantes";"bridgeants";0;0;85416
"briefant";"briefante";"briefantes";"briefants";0;0;85417
"brifant";"brifante";"brifantes";"brifants";0;0;85418
"briffant";"briffante";"briffantes";"briffants";0;0;85419
"brigandant";"brigandante";"brigandantes";"brigandants";0;0;85420
"briguant";"briguante";"briguantes";"briguants";0;0;85421
"brillantant";"brillantante";"brillantantes";"brillantants";0;0;85422
"brillantinant";"brillantinante";"brillantinantes";"brillantinants";0;0;85423
"fleuriste";;;"fleuristes";0;2;48929
"fleuronné";"fleuronnée";"fleuronnées";"fleuronnés";0;0;48930
"flexible";;;"flexibles";0;91;48931
"flexionnel";"flexionnelle";"flexionnelles";"flexionnels";0;0;48932
"floche";;;"floches";0;0;48933
"floral";"florale";"florales";"floraux";0;2;48935
"florentin";"florentine";"florentines";"florentins";0;2;48936
"florifère";;;"florifères";0;1;48937
"florissant";"florissante";"florissantes";"florissants";0;6;48938
"flottable";;;"flottables";0;0;48940
"flou";"floue";"floues";"flous";0;10;48943
"fluent";"fluente";"fluentes";"fluents";0;0;48945
"fluet";"fluette";"fluettes";"fluets";0;1;48946
"fluide";;;"fluides";0;7;48947
"fluidique";;;"fluidiques";0;0;48948
"fluor";;;"fluors";0;0;48949
"fluorescent";"fluorescente";"fluorescentes";"fluorescents";0;6;48950
"fluorhydrique";;;"fluorhydriques";0;0;48951
"fluoré";"fluorée";"fluorées";"fluorés";0;0;48952
"fluvial";"fluviale";"fluviales";"fluviaux";0;4;48953
"fluviatile";;;"fluviatiles";0;0;48954
"fléchisseur";;;"fléchisseurs";0;0;48956
"flûté";"flûtée";"flûtées";"flûtés";0;0;48959
"focal";"focale";"focales";"focaux";0;11;48960
"fol";"folle";"folles";"fou";0;5;48963
"foliacé";"foliacée";"foliacées";"foliacés";0;0;48964
"foliaire";;;"foliaires";0;3;48965
"folichon";"folichonne";"folichonnes";"folichons";0;1;48966
"folié";"foliée";"foliées";"foliés";0;0;48967
"folklorique";;;"folkloriques";0;6;48968
"follet";"follette";"follettes";"follets";0;0;48969
"folliculaire";;;"folliculaires";0;1;48970
"folâtre";;;"folâtres";0;1;48971
"foncier";"foncière";"foncières";"fonciers";0;22;48972
"fonctionnel";"fonctionnelle";"fonctionnelles";"fonctionnels";0;32;48973
"fondamental";"fondamentale";"fondamentales";"fondamentaux";0;233;48975
"fongible";;;"fongibles";0;0;48979
"fongicide";;;"fongicides";0;1;48980
"forain";"foraine";"foraines";"forains";0;4;48982
"foraminé";"foraminée";"foraminées";"foraminés";0;0;48983
"forcené";"forcenée";"forcenées";"forcenés";0;9;48984
"forestier";"forestière";"forestières";"forestiers";0;16;48987
"forfaitaire";;;"forfaitaires";0;18;48988
"formaliste";;;"formalistes";0;2;48990
"formateur";"formatrice";"formatrices";"formateurs";0;7;48991
"formatif";"formative";"formatives";"formatifs";0;1;48992
"formel";"formelle";"formelles";"formels";0;45;48993
"formicant";"formicante";"formicantes";"formicants";0;0;48994
"formidable";;;"formidables";0;27;48995
"formique";;;"formiques";0;2;48996
"fort";"forte";"fortes";"forts";0;228;48998
"fortiche";;;"fortiches";0;0;48999
"fortrait";"fortraite";"fortraites";"fortraits";0;0;49001
"fortuit";"fortuite";"fortuites";"fortuits";0;5;49002
"fortuné";"fortunée";"fortunées";"fortunés";0;6;49003
"fossile";;;"fossiles";0;7;49004
"fouettard";;;"fouettards";0;0;49006
"fouinard";"fouinarde";"fouinardes";"fouinards";0;0;49009
"fouineur";"fouineuse";"fouineuses";"fouineurs";0;1;49010
"fouisseur";"fouisseuse";"fouisseuses";"fouisseurs";0;0;49011
"fourbe";;;"fourbes";0;0;49013
"fourbu";"fourbue";"fourbues";"fourbus";0;1;49014
"fourchu";"fourchue";"fourchues";"fourchus";0;2;49015
"fouriériste";;;"fouriéristes";0;0;49016
"fourrager";"fourragère";"fourragères";"fourragers";0;1;49019
"fractionnaire";;;"fractionnaires";0;0;49023
"fractionnel";"fractionnelle";"fractionnelles";"fractionnels";0;1;49024
"fragile";;;"fragiles";0;16;49025
"fragmentaire";;;"fragmentaires";0;3;49026
"brillant";"brillante";"brillantes";"brillants";0;2;85424
"brimbalant";"brimbalante";"brimbalantes";"brimbalants";0;0;85425
"brimant";"brimante";"brimantes";"brimants";0;0;85426
"bringuebalant";"bringuebalante";"bringuebalantes";"bringuebalants";0;0;85427
"bringueballant";"bringueballante";"bringueballantes";"bringueballants";0;0;85428
"brinquebalant";"brinquebalante";"brinquebalantes";"brinquebalants";0;0;85429
"brinqueballant";"brinqueballante";"brinqueballantes";"brinqueballants";0;0;85430
"briquant";"briquante";"briquantes";"briquants";0;0;85431
"briquetant";"briquetante";"briquetantes";"briquetants";0;0;85432
"frais";"fraîche";"fraîches";"fraîche";0;605;49027
"franc";"franche";"franches";"francs";0;14;49029
"franchissable";;;"franchissables";0;0;49030
"francien";"francienne";"franciennes";"franciens";0;0;49031
"franciscain";"franciscaine";"franciscaines";"franciscains";0;0;49032
"francophile";;;"francophiles";0;3;49033
"francophone";;;"francophones";0;12;49034
"franque";;;"franques";0;0;49035
"franquiste";;;"franquistes";0;1;49036
"frappeur";"frappeuse";"frappeuses";"frappeurs";0;1;49039
"fraternel";"fraternelle";"fraternelles";"fraternels";0;14;49041
"fratricide";;;"fratricides";0;1;49042
"fraudeur";"fraudeuse";"fraudeuses";"fraudeurs";0;0;49043
"freudien";"freudienne";"freudiennes";"freudiens";0;1;49047
"friable";;;"friables";0;3;49048
"friand";"friande";"friandes";"friands";0;2;49049
"fricatif";"fricative";"fricatives";"fricatifs";0;0;49050
"frictionnel";"frictionnelle";"frictionnelles";"frictionnels";0;0;49051
"frigide";;;"frigides";0;0;49052
"frigorifique";;;"frigorifiques";0;8;49053
"fringant";"fringante";"fringantes";"fringants";0;3;49056
"frisquet";"frisquette";"frisquettes";"frisquets";0;0;49059
"frivole";;;"frivoles";0;4;49063
"froid";"froide";"froides";"froids";0;8;49064
"fromager";"fromagère";"fromagères";"fromagers";0;3;49066
"fromental";"fromentale";"fromentales";"fromentaux";0;0;49067
"frondeur";"frondeuse";"frondeuses";"frondeurs";0;1;49068
"frontal";"frontale";"frontales";"frontaux";0;2;49069
"frontalier";"frontalière";"frontalières";"frontaliers";0;50;49070
"brocantant";"brocantante";"brocantantes";"brocantants";0;0;85434
"brocardant";"brocardante";"brocardantes";"brocardants";0;0;85435
"brochant";"brochante";"brochantes";"brochants";0;0;85436
"brodant";"brodante";"brodantes";"brodants";0;0;85437
"bronchant";"bronchante";"bronchantes";"bronchants";0;0;85438
"brossant";"brossante";"brossantes";"brossants";0;0;85440
"brouettant";"brouettante";"brouettantes";"brouettants";0;0;85441
"brouillassant";"brouillassante";"brouillassantes";"brouillassants";0;0;85442
"brouillant";"brouillante";"brouillantes";"brouillants";0;0;85443
"cabriolant";"cabriolante";"cabriolantes";"cabriolants";0;0;85444
"froussard";"froussarde";"froussardes";"froussards";0;1;49073
"fructifère";;;"fructifères";0;0;49074
"frugal";"frugale";"frugales";"frugaux";0;1;49076
"frugivore";;;"frugivores";0;0;49077
"fruitier";"fruitière";"fruitières";"fruitiers";0;7;49078
"fruité";"fruitée";"fruitées";"fruités";0;0;49079
"frumentaire";;;"frumentaires";0;0;49080
"fruste";;;"frustes";0;5;49081
"frustratoire";;;"frustratoires";0;0;49082
"frutescent";"frutescente";"frutescentes";"frutescents";0;0;49084
"frénétique";;;"frénétiques";0;3;49086
"fréquent";"fréquente";"fréquentes";"fréquents";0;54;49087
"fréquentable";;;"fréquentables";0;0;49088
"fréquentatif";"fréquentative";"fréquentatives";"fréquentatifs";0;0;49089
"frêle";;;"frêles";0;8;49092
"frôleur";"frôleuse";"frôleuses";"frôleurs";0;0;49093
"fugace";;;"fugaces";0;1;49094
"fugitif";"fugitive";"fugitives";"fugitifs";0;14;49095
"fugueur";"fugueuse";"fugueuses";"fugueurs";0;0;49096
"fulminatoire";;;"fulminatoires";0;0;49101
"fulminique";;;"fulminiques";0;0;49102
"fumigène";;;"fumigènes";0;0;49105
"fumivore";;;"fumivores";0;0;49106
"funambulesque";;;"funambulesques";0;0;49108
"funeste";;;"funestes";0;4;49109
"funiculaire";;;"funiculaires";0;1;49110
"funèbre";;;"funèbres";0;8;49111
"funéraire";;;"funéraires";0;6;49112
"fureteur";"fureteuse";"fureteuses";"fureteurs";0;0;49113
"furfuracé";"furfuracée";"furfuracées";"furfuracés";0;0;49114
"furibond";"furibonde";"furibondes";"furibonds";0;0;49115
"furtif";"furtive";"furtives";"furtifs";0;6;49118
"cacabant";"cacabante";"cacabantes";"cacabants";0;0;85445
"brouillonnant";"brouillonnante";"brouillonnantes";"brouillonnants";0;0;85446
"broutant";"broutante";"broutantes";"broutants";0;0;85447
"broyant";"broyante";"broyantes";"broyants";0;0;85448
"bruinant";"bruinante";"bruinantes";"bruinants";0;0;85449
"bruissant";"bruissante";"bruissantes";"bruissants";0;0;85452
"bruitant";"bruitante";"bruitantes";"bruitants";0;0;85453
"futile";;;"futiles";0;2;49123
"futur";"future";"futures";"futurs";0;572;49124
"futuriste";;;"futuristes";0;2;49125
"futé";"futée";"futées";"futés";0;0;49126
"fuyard";"fuyarde";"fuyardes";"fuyards";0;0;49128
"fœtal";"fœtale";"fœtales";"fœtaux";0;0;49129
"féal";"féale";"féales";"féaux";0;0;49132
"fébrifuge";;;"fébrifuges";0;0;49133
"fébrile";;;"fébriles";0;10;49134
"fécal";"fécale";"fécales";"fécaux";0;1;49135
"fécond";"féconde";"fécondes";"féconds";0;10;49136
"fécondable";;;"fécondables";0;0;49137
"fécondateur";"fécondatrice";"fécondatrices";"fécondateurs";0;0;49139
"féculent";"féculente";"féculentes";"féculents";0;0;49140
"fédéral";"fédérale";"fédérales";"fédéraux";0;158;49141
"fédéraliste";;;"fédéralistes";0;1;49142
"fédérateur";"fédératrice";"fédératrices";"fédérateurs";0;0;49143
"fédératif";"fédérative";"fédératives";"fédératifs";0;2;49144
"féerique";;;"féeriques";0;4;49146
"félin";"féline";"félines";"félins";0;4;49147
"félon";"félonne";"félonnes";"félons";0;0;49148
"féminin";"féminine";"féminines";"féminins";0;83;49149
"féministe";;;"féministes";0;1;49151
"fémoral";"fémorale";"fémorales";"fémoraux";0;1;49152
"féodal";"féodale";"féodales";"féodaux";0;13;49153
"férial";"fériale";"fériales";"fériaux";0;0;49154
"férié";"fériée";"fériées";"fériés";0;2;49155
"féroce";;;"féroces";0;12;49156
"féru";"férue";"férues";"férus";0;1;49157
"fétichiste";;;"fétichistes";0;0;49158
"fétide";;;"fétides";0;2;49159
"gaffeur";"gaffeuse";"gaffeuses";"gaffeurs";0;0;49161
"gaga";;;"gagas";0;0;49162
"gai";"gaie";"gaies";"gais";0;9;49164
"gaillard";"gaillarde";"gaillardes";"gaillards";0;2;49165
"galactique";;;"galactiques";0;4;49166
"galant";"galante";"galantes";"galants";0;6;49167
"galiléen";"galiléenne";"galiléennes";"galiléens";0;0;49170
"gallican";"gallicane";"gallicanes";"gallicans";0;0;49171
"gallinacé";"gallinacée";"gallinacées";"gallinacés";0;1;49172
"gallique";;;"galliques";0;0;49173
"brumassant";"brumassante";"brumassantes";"brumassants";0;0;85455
"brumant";"brumante";"brumantes";"brumants";0;0;85456
"brunissant";"brunissante";"brunissantes";"brunissants";0;0;85457
"brusquant";"brusquante";"brusquantes";"brusquants";0;0;85458
