"forme";"féminin";"féminin_pluriel";"pluriel";"z";"indice";"Id"
"papal";"papale";"papales";"papaux";0;0;52200
"papelard";"papelarde";"papelardes";"papelards";0;0;52201
"paperassier";"paperassière";"paperassières";"paperassiers";0;0;52202
"papetier";"papetière";"papetières";"papetiers";0;1;52203
"papilionacé";"papilionacée";"papilionacées";"papilionacés";0;0;52204
"papilleux";"papilleuse";"papilleuses";;0;0;52206
"papou";"papoue";"papoues";"papous";0;0;52210
"papuleux";"papuleuse";"papuleuses";;0;0;52211
"paradoxal";"paradoxale";"paradoxales";"paradoxaux";0;23;52215
"parafiscal";"parafiscale";"parafiscales";"parafiscaux";0;0;52217
"paranormal";"paranormale";"paranormales";"paranormaux";0;1;52227
"chipotant";"chipotante";"chipotantes";"chipotants";0;0;85719
"chiquant";"chiquante";"chiquantes";"chiquants";0;0;85720
"chirographiant";"chirographiante";"chirographiantes";"chirographiants";0;0;85721
"chlinguant";"chlinguante";"chlinguantes";"chlinguants";0;0;85722
"chlorant";"chlorante";"chlorantes";"chlorants";0;0;85723
"chloroformant";"chloroformante";"chloroformantes";"chloroformants";0;0;85724
"paraphernal";"paraphernale";"paraphernales";"paraphernaux";0;0;52230
"parathyroïdien";"parathyroïdienne";"parathyroïdiennes";"parathyroïdiens";0;0;52239
"parcimonieux";"parcimonieuse";"parcimonieuses";;0;1;52244
"pareil";"pareille";"pareilles";"pareils";0;7;52246
"parenchymateux";"parenchymateuse";"parenchymateuses";;0;0;52247
"parent";"parente";"parentes";"parents";0;454;52248
"parental";"parentale";"parentales";"parentaux";0;11;52249
"parentéral";"parentérale";"parentérales";"parentéraux";0;0;52250
"paresseux";"paresseuse";"paresseuses";;0;7;52251
"parigot";"parigote";"parigotes";"parigots";0;0;52254
"pariétal";"pariétale";"pariétales";"pariétaux";0;2;52259
"parkinsonien";"parkinsonienne";"parkinsoniennes";"parkinsoniens";0;0;52261
"parleur";"parleuse";"parleuses";"parleurs";0;2;52264
"parnassien";"parnassienne";"parnassiennes";"parnassiens";0;0;52268
"paroissial";"paroissiale";"paroissiales";"paroissiaux";0;14;52270
"parotidien";"parotidienne";"parotidiennes";"parotidiens";0;0;52273
"chlorurant";"chlorurante";"chlorurantes";"chlorurants";0;0;85725
"chniquant";"chniquante";"chniquantes";"chniquants";0;0;85726
"chômant";"chômante";"chômantes";"chômants";0;0;85728
"parsi";"parsie";"parsies";"parsis";0;0;52278
"partageur";"partageuse";"partageuses";;0;0;52281
"partial";"partiale";"partiales";"partiaux";0;30;52287
"participial";"participiale";"participiales";"participiaux";0;0;52289
"particulier";"particulière";"particulières";"particuliers";0;1933;52291
"partiel";"partielle";"partielles";"partiels";0;44;52292
"partitif";"partitive";"partitives";"partitifs";0;0;52294
"pascal";"pascale";"pascales";"pascals";0;41;52299
"pascalien";"pascalienne";"pascaliennes";"pascaliens";0;2;52300
"passager";"passagère";"passagères";"passagers";0;64;52302
"passementier";"passementière";"passementières";"passementiers";0;1;52304
"passif";"passive";"passives";"passifs";0;8;52306
"passionnel";"passionnelle";"passionnelles";"passionnels";0;19;52308
"pasteurien";"pasteurienne";"pasteuriennes";"pasteuriens";0;0;52312
"pastoral";"pastorale";"pastorales";"pastoraux";0;0;52313
"pastorien";"pastorienne";"pastoriennes";"pastoriens";0;0;52314
"patagon";"patagonne";"patagonnes";"patagons";0;0;52316
"pataud";"pataude";"pataudes";"patauds";0;2;52317
"patelin";"pateline";"patelines";"patelins";0;2;52318
"patent";"patente";"patentes";"patents";0;1;52319
"chopant";"chopante";"chopantes";"chopants";0;0;85729
"chopinant";"chopinante";"chopinantes";"chopinants";0;0;85730
"choppant";"choppante";"choppantes";"choppants";0;0;85731
"choquant";"choquante";"choquantes";"choquants";0;11;85732
"chorégraphiant";"chorégraphiante";"chorégraphiantes";"chorégraphiants";0;0;85734
"chouchoutant";"chouchoutante";"chouchoutantes";"chouchoutants";0;0;85736
"paternel";"paternelle";"paternelles";"paternels";0;15;52324
"patient";"patiente";"patientes";"patients";0;1;52332
"patois";"patoise";"patoises";;0;3;52333
"patriarcal";"patriarcale";"patriarcales";"patriarcaux";0;2;52336
"patricien";"patricienne";"patriciennes";"patriciens";0;3;52337
"patrilocal";"patrilocale";"patrilocales";"patrilocaux";0;0;52339
"patriotard";"patriotarde";"patriotardes";"patriotards";0;0;52341
"patronal";"patronale";"patronales";"patronaux";0;10;52345
"pattu";"pattue";"pattues";"pattus";0;0;52347
"paulien";"paulienne";"pauliennes";"pauliens";0;0;52349
"paulinien";"paulinienne";"pauliniennes";"pauliniens";0;0;52350
"pauvret";"pauvrette";"pauvrettes";"pauvrets";0;0;52353
"pavimenteux";"pavimenteuse";"pavimenteuses";;0;0;52355
"pavlovien";"pavlovienne";"pavloviennes";"pavloviens";0;0;52356
"païen";"païenne";"païennes";"païens";0;9;52361
"peaucier";"peaucière";"peaucières";"peauciers";0;0;52362
"pectiné";"pectinée";"pectinées";"pectinés";0;0;52364
"pectoral";"pectorale";"pectorales";"pectoraux";0;3;52366
"peigneur";"peigneuse";"peigneuses";"peigneurs";0;0;52367
"peinard";"peinarde";"peinardes";"peinards";0;1;52369
"pellagreux";"pellagreuse";"pellagreuses";;0;0;52372
"chouravant";"chouravante";"chouravantes";"chouravants";0;0;85737
"chourant";"chourante";"chourantes";"chourants";0;0;85738
"chourinant";"chourinante";"chourinantes";"chourinants";0;0;85739
"choyant";"choyante";"choyantes";"choyants";0;0;85740
"pelliculeux";"pelliculeuse";"pelliculeuses";;0;0;52374
"pelliculé";"pelliculée";"pelliculées";"pelliculés";0;0;52375
"peloteur";"peloteuse";"peloteuses";"peloteurs";0;0;52377
"pelté";"peltée";"peltées";"peltés";0;0;52378
"pelucheux";"pelucheuse";"pelucheuses";;0;0;52379
"pelvien";"pelvienne";"pelviennes";"pelviens";0;0;52381
"penaud";"penaude";"penaudes";"penauds";0;0;52383
"penné";"pennée";"pennées";"pennés";0;0;52390
"pensif";"pensive";"pensives";"pensifs";0;5;52393
"pentagonal";"pentagonale";"pentagonales";"pentagonaux";0;0;52395
"pentu";"pentue";"pentues";"pentus";0;0;52397
"percepteur";"perceptrice";"perceptrices";"percepteurs";0;0;52399
"perceptif";"perceptive";"perceptives";"perceptifs";0;3;52401
"percheron";"percheronne";"percheronnes";"percherons";0;0;52403
"percheur";"percheuse";"percheuses";"percheurs";0;0;52404
"perclus";"percluse";"percluses";;0;1;52406
"perfectif";"perfective";"perfectives";"perfectifs";0;0;52413
"perfolié";"perfoliée";"perfoliées";"perfoliés";0;0;52417
"perforateur";"perforatrice";"perforatrices";"perforateurs";0;1;52419
"chromant";"chromante";"chromantes";"chromants";0;0;85742
"chroniquant";"chroniquante";"chroniquantes";"chroniquants";0;0;85744
"chronométrant";"chronométrante";"chronométrantes";"chronométrants";0;0;85745
"chuchotant";"chuchotante";"chuchotantes";"chuchotants";0;1;85746
"chuintant";"chuintante";"chuintantes";"chuintants";0;0;85747
"chutant";"chutante";"chutantes";"chutants";0;0;85748
"ciblant";"ciblante";"ciblantes";"ciblants";0;9;85749
"cillant";"cillante";"cillantes";"cillants";0;0;85751
"cimentant";"cimentante";"cimentantes";"cimentants";0;0;85752
"performant";"performante";"performantes";"performants";0;18;52420
"performatif";"performative";"performatives";"performatifs";0;0;52421
"perlier";"perlière";"perlières";"perliers";0;0;52424
"permanent";"permanente";"permanentes";"permanents";0;408;52426
"permien";"permienne";"permiennes";"permiens";0;0;52428
"permissif";"permissive";"permissives";"permissifs";0;1;52429
"pernicieux";"pernicieuse";"pernicieuses";;0;1;52432
"perpétuel";"perpétuelle";"perpétuelles";"perpétuels";0;25;52435
"persan";"persane";"persanes";"persans";0;4;52437
"persifleur";"persifleuse";"persifleuses";"persifleurs";0;0;52439
"personnel";"personnelle";"personnelles";"personnels";0;1033;52444
"perspectif";"perspective";"perspectives";"perspectifs";0;0;52445
"persulfuré";"persulfurée";"persulfurées";"persulfurés";0;0;52448
"pertinent";"pertinente";"pertinentes";"pertinents";0;108;52451
"perturbateur";"perturbatrice";"perturbatrices";"perturbateurs";0;1;52452
"pervers";"perverse";"perverses";;0;3;52453
"pervertisseur";"pervertisseuse";"pervertisseuses";"pervertisseurs";0;0;52455
"pesteux";"pesteuse";"pesteuses";;0;0;52459
"pestilentiel";"pestilentielle";"pestilentielles";"pestilentiels";0;0;52462
"petiot";"petiote";"petiotes";"petiots";0;1;52463
"peul";"peule";"peules";"peuls";0;1;52464
"cinématographiant";"cinématographiante";"cinématographiantes";"cinématographiants";0;0;85753
"cinglant";"cinglante";"cinglantes";"cinglants";0;1;85754
"cintrant";"cintrante";"cintrantes";"cintrants";0;0;85755
"circonscrivant";"circonscrivante";"circonscrivantes";"circonscrivants";0;0;85757
"circonstanciant";"circonstanciante";"circonstanciantes";"circonstanciants";0;0;85758
"circonvenant";"circonvenante";"circonvenantes";"circonvenants";0;0;85759
"peureux";"peureuse";"peureuses";;0;2;52466
"phalangien";"phalangienne";"phalangiennes";"phalangiens";0;0;52469
"phalanstérien";"phalanstérienne";"phalanstériennes";"phalanstériens";0;1;52471
"pharamineux";"pharamineuse";"pharamineuses";;0;0;52475
"pharyngal";"pharyngale";"pharyngales";"pharyngaux";0;0;52481
"pharyngien";"pharyngienne";"pharyngiennes";"pharyngiens";0;3;52482
"pharyngé";"pharyngée";"pharyngées";"pharyngés";0;1;52483
"philippin";"philippine";"philippines";"philippins";0;0;52487
"philistin";"philistine";"philistines";"philistins";0;0;52488
"phlegmoneux";"phlegmoneuse";"phlegmoneuses";;0;0;52492
"phocéen";"phocéenne";"phocéennes";"phocéens";0;1;52494
"phonateur";"phonatrice";"phonatrices";"phonateurs";0;0;52495
"phosphorescent";"phosphorescente";"phosphorescentes";"phosphorescents";0;3;52502
"circuitant";"circuitante";"circuitantes";"circuitants";0;0;85760
"circulant";"circulante";"circulantes";"circulants";0;8;85762
"phrygien";"phrygienne";"phrygiennes";"phrygiens";0;1;52515
"phylloxérien";"phylloxérienne";"phylloxériennes";"phylloxériens";0;0;52521
"phylloxéré";"phylloxérée";"phylloxérées";"phylloxérés";0;0;52523
"phénicien";"phénicienne";"phéniciennes";"phéniciens";0;2;52534
"phéniqué";"phéniquée";"phéniquées";"phéniqués";0;0;52536
"phénoménal";"phénoménale";"phénoménales";"phénoménaux";0;1;52538
"piaffeur";"piaffeuse";"piaffeuses";"piaffeurs";0;0;52541
"piaillard";"piaillarde";"piaillardes";"piaillards";0;0;52542
"piailleur";"piailleuse";"piailleuses";"piailleurs";0;0;52543
"picard";"picarde";"picardes";"picards";0;0;52545
"pictural";"picturale";"picturales";"picturaux";0;4;52548
"pierreux";"pierreuse";"pierreuses";;0;2;52550
"pignoratif";"pignorative";"pignoratives";"pignoratifs";0;0;52555
"pileux";"pileuse";"pileuses";;0;0;52556
"pillard";"pillarde";"pillardes";"pillards";0;2;52558
"pilleur";"pilleuse";"pilleuses";"pilleurs";0;0;52559
"pimpant";"pimpante";"pimpantes";"pimpants";0;3;52561
"cirant";"cirante";"cirantes";"cirants";0;0;85763
"pinailleur";"pinailleuse";"pinailleuses";"pinailleurs";0;0;52562
"pinceur";"pinceuse";"pinceuses";"pinceurs";0;0;52563
"pinchard";"pincharde";"pinchardes";"pinchards";0;0;52564
"pinéal";"pinéale";"pinéales";"pinéaux";0;0;52568
"pionnier";"pionnière";"pionnières";"pionniers";0;17;52569
"piqueur";"piqueuse";"piqueuses";"piqueurs";0;2;52571
"pisseux";"pisseuse";"pisseuses";;0;0;52580
"piteux";"piteuse";"piteuses";;0;3;52581
"piémontais";"piémontaise";"piémontaises";;0;0;52588
"plagal";"plagale";"plagales";"plagaux";0;0;52595
"plain";"plaine";"plaines";"plains";0;52;52597
"plaintif";"plaintive";"plaintives";"plaintifs";0;4;52598
"plan";"plane";"planes";"plans";0;1601;52600
"planificateur";"planificatrice";"planificatrices";"planificateurs";0;0;52602
"plantureux";"plantureuse";"plantureuses";;0;1;52606
"plat";"plate";"plates";"plats";0;12;52613
"citant";"citante";"citantes";"citants";0;6;85765
"clabaudant";"clabaudante";"clabaudantes";"clabaudants";0;0;85767
"clabotant";"clabotante";"clabotantes";"clabotants";0;0;85768
"claironnant";"claironnante";"claironnantes";"claironnants";0;0;85769
"clameçant";"clameçante";"clameçantes";"clameçants";0;0;85770
"clamant";"clamante";"clamantes";"clamants";0;0;85771
"clampant";"clampante";"clampantes";"clampants";0;0;85772
"clampsant";"clampsante";"clampsantes";"clampsants";0;0;85773
"platonicien";"platonicienne";"platoniciennes";"platoniciens";0;0;52616
"plein";"pleine";"pleines";"pleins";0;189;52619
"pleural";"pleurale";"pleurales";"pleuraux";0;7;52620
"pleurard";"pleurarde";"pleurardes";"pleurards";0;0;52622
"pleureur";"pleureuse";"pleureuses";"pleureurs";0;5;52623
"pleurnichard";"pleurnicharde";"pleurnichardes";"pleurnichards";0;0;52624
"pleurnicheur";"pleurnicheuse";"pleurnicheuses";"pleurnicheurs";0;0;52625
"plombier";"plombière";"plombières";"plombiers";0;3;52632
"plumeté";"plumetée";"plumetées";"plumetés";0;0;52639
"plumeux";"plumeuse";"plumeuses";;0;0;52640
"plural";"plurale";"plurales";"pluraux";0;0;52641
"pluridimensionnel";"pluridimensionnelle";"pluridimensionnelles";"pluridimensionnels";0;0;52643
"pluriel";"plurielle";"plurielles";"pluriels";0;103;52644
"plurivalent";"plurivalente";"plurivalentes";"plurivalents";0;0;52645
"plutonien";"plutonienne";"plutoniennes";"plutoniens";0;0;52646
"pluvial";"pluviale";"pluviales";"pluviaux";0;0;52649
"pluvieux";"pluvieuse";"pluvieuses";;0;5;52650
"plâtreux";"plâtreuse";"plâtreuses";;0;0;52652
"plébéien";"plébéienne";"plébéiennes";"plébéiens";0;0;52654
"plénier";"plénière";"plénières";"pléniers";0;3;52656
"clamsant";"clamsante";"clamsantes";"clamsants";0;0;85774
"clapant";"clapante";"clapantes";"clapants";0;0;85775
"clapissant";"clapissante";"clapissantes";"clapissants";0;0;85776
"clapotant";"clapotante";"clapotantes";"clapotants";0;0;85777
"clappant";"clappante";"clappantes";"clappants";0;0;85778
"poilant";"poilante";"poilantes";"poilants";0;0;52666
"poilu";"poilue";"poilues";"poilus";0;2;52667
"pointilleux";"pointilleuse";"pointilleuses";;0;1;52668
"pointu";"pointue";"pointues";"pointus";0;2;52670
"poissard";"poissarde";"poissardes";"poissards";0;0;52672
"poisseux";"poisseuse";"poisseuses";;0;1;52673
"poissonneux";"poissonneuse";"poissonneuses";;0;0;52674
"poissonnier";"poissonnière";"poissonnières";"poissonniers";0;0;52675
"poitevin";"poitevine";"poitevines";"poitevins";0;0;52676
"policier";"policière";"policières";"policiers";0;50;52684
"polisson";"polissonne";"polissonnes";"polissons";0;0;52688
"politicard";"politicarde";"politicardes";"politicards";0;0;52689
"pollueur";"pollueuse";"pollueuses";"pollueurs";0;4;52693
"polonais";"polonaise";"polonaises";;0;58;52694
"poltron";"poltronne";"poltronnes";"poltrons";0;2;52695
"polygonal";"polygonale";"polygonales";"polygonaux";0;0;52703
"polypeux";"polypeuse";"polypeuses";;0;0;52709
"polyphasé";"polyphasée";"polyphasées";"polyphasés";0;0;52710
"clapsant";"clapsante";"clapsantes";"clapsants";0;0;85779
"claquemurant";"claquemurante";"claquemurantes";"claquemurants";0;0;85780
"claquant";"claquante";"claquantes";"claquants";0;1;85781
"claquetant";"claquetante";"claquetantes";"claquetants";0;0;85782
"clarifiant";"clarifiante";"clarifiantes";"clarifiants";0;6;85783
"classant";"classante";"classantes";"classants";0;2;85784
"classifiant";"classifiante";"classifiantes";"classifiants";0;0;85785
"polytonal";"polytonale";"polytonales";"polytonaux";0;0;52719
"polyvalent";"polyvalente";"polyvalentes";"polyvalents";0;1;52720
"pompeux";"pompeuse";"pompeuses";;0;1;52728
"pompier";"pompière";"pompières";"pompiers";0;13;52729
"pompéien";"pompéienne";"pompéiennes";"pompéiens";0;1;52730
"ponceux";"ponceuse";"ponceuses";;0;0;52731
"ponctuel";"ponctuelle";"ponctuelles";"ponctuels";0;18;52732
"pondeur";"pondeuse";"pondeuses";"pondeurs";0;0;52733
"pondéral";"pondérale";"pondérales";"pondéraux";0;0;52735
"pondérateur";"pondératrice";"pondératrices";"pondérateurs";0;0;52736
"pondéreux";"pondéreuse";"pondéreuses";;0;0;52737
"pongitif";"pongitive";"pongitives";"pongitifs";0;0;52739
"pontifical";"pontificale";"pontificales";"pontificaux";0;8;52741
"poplité";"poplitée";"poplitées";"poplités";0;0;52743
"populacier";"populacière";"populacières";"populaciers";0;0;52744
"populeux";"populeuse";"populeuses";;0;4;52746
"porcin";"porcine";"porcines";"porcins";0;0;52748
"poreux";"poreuse";"poreuses";;0;4;52749
"portal";"portale";"portales";"portaux";0;13;52755
"portatif";"portative";"portatives";"portatifs";0;2;52757
"porteur";"porteuse";"porteuses";"porteurs";0;27;52759
"claudiquant";"claudiquante";"claudiquantes";"claudiquants";0;0;85786
"claustrant";"claustrante";"claustrantes";"claustrants";0;0;85787
"clavant";"clavante";"clavantes";"clavants";0;0;85788
"clavetant";"clavetante";"clavetantes";"clavetants";0;0;85789
"portugais";"portugaise";"portugaises";;0;8;52762
"possessif";"possessive";"possessives";"possessifs";0;9;52768
"possessionnel";"possessionnelle";"possessionnelles";"possessionnels";0;0;52769
"postal";"postale";"postales";"postaux";0;95;52773
"postural";"posturale";"posturales";"posturaux";0;0;52778
"postérieur";"postérieure";"postérieures";"postérieurs";0;5;52779
"potager";"potagère";"potagères";"potagers";0;1;52782
"potelé";"potelée";"potelées";"potelés";0;3;52784
"potencé";"potencée";"potencées";"potencés";0;0;52785
"potentiel";"potentielle";"potentielles";"potentiels";0;95;52786
"potestatif";"potestative";"potestatives";"potestatifs";0;0;52787
"potinier";"potinière";"potinières";"potiniers";0;0;52788
"poudreux";"poudreuse";"poudreuses";;0;1;52790
"pouilleux";"pouilleuse";"pouilleuses";;0;0;52791
"poupard";"pouparde";"poupardes";"poupards";0;1;52793
"poupin";"poupine";"poupines";"poupins";0;0;52794
"pourchasseur";"pourchasseuse";"pourchasseuses";"pourchasseurs";0;1;52795
"pourprin";"pourprine";"pourprines";"pourprins";0;0;52797
"poussif";"poussive";"poussives";"poussifs";0;1;52801
"poussiéreux";"poussiéreuse";"poussiéreuses";;0;7;52802
"clayonnant";"clayonnante";"clayonnantes";"clayonnants";0;0;85791
"clichant";"clichante";"clichantes";"clichants";0;0;85792
"clignant";"clignante";"clignantes";"clignants";0;0;85793
"clignotant";"clignotante";"clignotantes";"clignotants";0;1;85794
"cliquant";"cliquante";"cliquantes";"cliquants";0;21;85796
"cliquetant";"cliquetante";"cliquetantes";"cliquetants";0;0;85797
"premier";"première";"premières";"premiers";0;3797;52811
"preneur";"preneuse";"preneuses";"preneurs";0;2;52814
"presbytéral";"presbytérale";"presbytérales";"presbytéraux";0;1;52816
"presbytérien";"presbytérienne";"presbytériennes";"presbytériens";0;3;52817
"prescient";"presciente";"prescientes";"prescients";0;0;52818
"presseur";"presseuse";"presseuses";"presseurs";0;0;52822
"prestigieux";"prestigieuse";"prestigieuses";;0;1;52825
"primatial";"primatiale";"primatiales";"primatiaux";0;0;52829
"primitif";"primitive";"primitives";"primitifs";0;41;52833
"primordial";"primordiale";"primordiales";"primordiaux";0;17;52834
"princier";"princière";"princières";"princiers";0;3;52836
"principal";"principale";"principales";"principaux";0;255;52837
"printanier";"printanière";"printanières";"printaniers";0;6;52838
"privatif";"privative";"privatives";"privatifs";0;2;52843
"probant";"probante";"probantes";"probants";0;11;52848
"processif";"processive";"processives";"processifs";0;0;52853
"processionnel";"processionnelle";"processionnelles";"processionnels";0;0;52855
"prochain";"prochaine";"prochaines";"prochains";0;535;52856
"clissant";"clissante";"clissantes";"clissants";0;0;85798
"clivant";"clivante";"clivantes";"clivants";0;0;85799
"clochant";"clochante";"clochantes";"clochants";0;0;85801
"procréateur";"procréatrice";"procréatrices";"procréateurs";0;0;52860
"procédurier";"procédurière";"procédurières";"procéduriers";0;1;52861
"prodigieux";"prodigieuse";"prodigieuses";;0;23;52862
"producteur";"productrice";"productrices";"producteurs";0;4;52865
"productif";"productive";"productives";"productifs";0;17;52867
"profanateur";"profanatrice";"profanatrices";"profanateurs";0;0;52868
"professionnel";"professionnelle";"professionnelles";"professionnels";0;137;52871
"professoral";"professorale";"professorales";"professoraux";0;1;52872
"profond";"profonde";"profondes";"profonds";0;33;52876
"profus";"profuse";"profuses";;0;0;52877
"progestatif";"progestative";"progestatives";"progestatifs";0;0;52878
"progressif";"progressive";"progressives";"progressifs";0;48;52881
"prohibitif";"prohibitive";"prohibitives";"prohibitifs";0;3;52883
"projectif";"projective";"projectives";"projectifs";0;9;52886
"prolifératif";"proliférative";"prolifératives";"prolifératifs";0;0;52891
"prolongateur";"prolongatrice";"prolongatrices";"prolongateurs";0;0;52893
"prolétarien";"prolétarienne";"prolétariennes";"prolétariens";0;1;52896
"prometteur";"prometteuse";"prometteuses";"prometteurs";0;4;52897
"promotionnel";"promotionnelle";"promotionnelles";"promotionnels";0;0;52899
"prompt";"prompte";"promptes";"prompts";0;2;52900
"cloîtrant";"cloîtrante";"cloîtrantes";"cloîtrants";0;0;85803
"clonant";"clonante";"clonantes";"clonants";0;0;85804
"clopinant";"clopinante";"clopinantes";"clopinants";0;0;85805
"cloquant";"cloquante";"cloquantes";"cloquants";0;0;85806
"clôturant";"clôturante";"clôturantes";"clôturants";0;0;85808
"clouant";"clouante";"clouantes";"clouants";0;0;85809
"cloutant";"cloutante";"cloutantes";"cloutants";0;0;85810
"prométhéen";"prométhéenne";"prométhéennes";"prométhéens";0;0;52902
"pronominal";"pronominale";"pronominales";"pronominaux";0;0;52904
"propagateur";"propagatrice";"propagatrices";"propagateurs";0;0;52907
"proparoxyton";"proparoxytone";"proparoxytones";"proparoxytons";0;0;52908
"proportionnel";"proportionnelle";"proportionnelles";"proportionnels";0;7;52914
"propret";"proprette";"proprettes";"proprets";0;1;52918
"proprioceptif";"proprioceptive";"proprioceptives";"proprioceptifs";0;0;52919
"propulsif";"propulsive";"propulsives";"propulsifs";0;2;52920
"prorogatif";"prorogative";"prorogatives";"prorogatifs";0;0;52922
"prospecteur";"prospectrice";"prospectrices";"prospecteurs";0;2;52926
"prospectif";"prospective";"prospectives";"prospectifs";0;4;52927
"prostré";"prostrée";"prostrées";"prostrés";0;1;52931
"protecteur";"protectrice";"protectrices";"protecteurs";0;23;52934
"protubérant";"protubérante";"protubérantes";"protubérants";0;0;52943
"protubérantiel";"protubérantielle";"protubérantielles";"protubérantiels";0;0;52944
"coagulant";"coagulante";"coagulantes";"coagulants";0;0;85811
"coalescant";"coalescante";"coalescantes";"coalescants";0;0;85812
"proudhonien";"proudhonienne";"proudhoniennes";"proudhoniens";0;0;52948
"provençal";"provençale";"provençales";"provençaux";0;3;52950
"proverbial";"proverbiale";"proverbiales";"proverbiaux";0;1;52951
"providentiel";"providentielle";"providentielles";"providentiels";0;4;52952
"provincial";"provinciale";"provinciales";"provinciaux";0;90;52953
"provocant";"provocante";"provocantes";"provocants";0;1;52956
"provocateur";"provocatrice";"provocatrices";"provocateurs";0;1;52957
"proximal";"proximale";"proximales";"proximaux";0;0;52958
"proéminent";"proéminente";"proéminentes";"proéminents";0;1;52959
"prudent";"prudente";"prudentes";"prudents";0;43;52961
"prurigineux";"prurigineuse";"prurigineuses";;0;0;52963
"prussien";"prussienne";"prussiennes";"prussiens";0;6;52964
"préalpin";"préalpine";"préalpines";"préalpins";0;0;52968
"prébendé";"prébendée";"prébendées";"prébendés";0;0;52969
"précambrien";"précambrienne";"précambriennes";"précambriens";0;3;52971
"précautionneux";"précautionneuse";"précautionneuses";;0;0;52972
"préceptoral";"préceptorale";"préceptorales";"préceptoraux";0;0;52973
"précieux";"précieuse";"précieuses";;0;88;52974
"précis";"précise";"précises";;0;2;52977
"précité";"précitée";"précitées";"précités";0;6;52978
"précolombien";"précolombienne";"précolombiennes";"précolombiens";0;0;52980
"préconscient";"préconsciente";"préconscientes";"préconscients";0;2;52981
"précontraint";"précontrainte";"précontraintes";"précontraints";0;0;52982
"préconçu";"préconçue";"préconçues";"préconçus";0;6;52983
"précordial";"précordiale";"précordiales";"précordiaux";0;0;52984
"précurseur";"précurseure";"précurseures";"précurseurs";0;5;52985
"précédent";"précédente";"précédentes";"précédents";0;129;52986
"prédateur";"prédatrice";"prédatrices";"prédateurs";0;0;52987
"coassant";"coassante";"coassantes";"coassants";0;0;85814
"prédicatif";"prédicative";"prédicatives";"prédicatifs";0;1;52990
"prédictif";"prédictive";"prédictives";"prédictifs";0;0;52991
"prédigéré";"prédigérée";"prédigérées";"prédigérés";0;2;52992
"préfabriqué";"préfabriquée";"préfabriquées";"préfabriqués";0;4;52996
"préfectoral";"préfectorale";"préfectorales";"préfectoraux";0;0;52997
"préférentiel";"préférentielle";"préférentielles";"préférentiels";0;2;53001
"prégnant";"prégnante";"prégnantes";"prégnants";0;1;53003
"préhenseur";"préhenseuse";"préhenseuses";"préhenseurs";0;0;53004
"préjudiciel";"préjudicielle";"préjudicielles";"préjudiciels";0;3;53009
"prématuré";"prématurée";"prématurées";"prématurés";0;13;53012
"prénatal";"prénatale";"prénatales";"prénataux";0;2;53015
"prénuptial";"prénuptiale";"prénuptiales";"prénuptiaux";0;0;53017
"prépondérant";"prépondérante";"prépondérantes";"prépondérants";0;9;53021
"cochant";"cochante";"cochantes";"cochants";0;0;85815
"côchant";"côchante";"côchantes";"côchants";0;0;85816
"cochonnant";"cochonnante";"cochonnantes";"cochonnants";0;0;85817
"coconnant";"coconnante";"coconnantes";"coconnants";0;0;85818
"cocotant";"cocotante";"cocotantes";"cocotants";0;0;85819
"cocottant";"cocottante";"cocottantes";"cocottants";0;0;85820
"cocufiant";"cocufiante";"cocufiantes";"cocufiants";0;0;85821
"codant";"codante";"codantes";"codants";0;0;85822
"codifiant";"codifiante";"codifiantes";"codifiants";0;1;85823
"coéditant";"coéditante";"coéditantes";"coéditants";0;0;85824
"coexistant";"coexistante";"coexistantes";"coexistants";0;1;85825
"prétentieux";"prétentieuse";"prétentieuses";;0;8;53039
"prétorial";"prétoriale";"prétoriales";"prétoriaux";0;0;53040
"prétorien";"prétorienne";"prétoriennes";"prétoriens";0;0;53041
"prévalent";"prévalente";"prévalentes";"prévalents";0;0;53042
"prévaricateur";"prévaricatrice";"prévaricatrices";"prévaricateurs";0;0;53043
"préventif";"préventive";"préventives";"préventifs";0;17;53045
"prévôtal";"prévôtale";"prévôtales";"prévôtaux";0;0;53051
"prééminent";"prééminente";"prééminentes";"prééminents";0;0;53052
"prêcheur";"prêcheuse";"prêcheuses";"prêcheurs";0;0;53054
"prêt";"prête";"prêtes";"prêts";0;67;53055
"prêteur";"prêteuse";"prêteuses";"prêteurs";0;6;53057
"coffrant";"coffrante";"coffrantes";"coffrants";0;0;85826
"cogérant";"cogérante";"cogérantes";"cogérants";0;0;85827
"cogitant";"cogitante";"cogitantes";"cogitants";0;0;85828
"cognant";"cognante";"cognantes";"cognants";0;0;85829
"cohabitant";"cohabitante";"cohabitantes";"cohabitants";0;0;85830
"cohéritant";"cohéritante";"cohéritantes";"cohéritants";0;0;85831
"coiffant";"coiffante";"coiffantes";"coiffants";0;0;85832
"coinçant";"coinçante";"coinçantes";"coinçants";0;0;85833
"coïncidant";"coïncidante";"coïncidantes";"coïncidants";0;0;85834
"psychomoteur";"psychomotrice";"psychomotrices";"psychomoteurs";0;1;53072
"ptérygoïdien";"ptérygoïdienne";"ptérygoïdiennes";"ptérygoïdiens";0;0;53088
"pubescent";"pubescente";"pubescentes";"pubescents";0;0;53091
"pubien";"pubienne";"pubiennes";"pubiens";0;0;53092
"public";"publique";"publiques";"publics";0;2135;53094
