"forme";"féminin";"féminin_pluriel";"pluriel";"z";"indice";"Id"
"huant";"huante";"huantes";"huants";0;0;88694
"huilant";"huilante";"huilantes";"huilants";0;0;88695
"hululant";"hululante";"hululantes";"hululants";0;0;88696
"humectant";"humectante";"humectantes";"humectants";0;0;88698
"humant";"humante";"humantes";"humants";0;0;88699
"humidifiant";"humidifiante";"humidifiantes";"humidifiants";0;0;88700
"humiliant";"humiliante";"humiliantes";"humiliants";0;5;88701
"hurlant";"hurlante";"hurlantes";"hurlants";0;0;88702
"hybridant";"hybridante";"hybridantes";"hybridants";0;0;88703
"hydratant";"hydratante";"hydratantes";"hydratants";0;1;88704
"hydrofugeant";"hydrofugeante";"hydrofugeantes";"hydrofugeants";0;0;88705
"hydrogénant";"hydrogénante";"hydrogénantes";"hydrogénants";0;0;88706
"hypothéquant";"hypothéquante";"hypothéquantes";"hypothéquants";0;0;88710
"identifiant";"identifiante";"identifiantes";"identifiants";0;39;88712
"idiotifiant";"idiotifiante";"idiotifiantes";"idiotifiants";0;0;88714
"idolâtrant";"idolâtrante";"idolâtrantes";"idolâtrants";0;0;88716
"ignifugeant";"ignifugeante";"ignifugeantes";"ignifugeants";0;0;88717
"ignorant";"ignorante";"ignorantes";"ignorants";0;1;88718
"illuminant";"illuminante";"illuminantes";"illuminants";0;0;88719
"illustrant";"illustrante";"illustrantes";"illustrants";0;3;88721
"imageant";"imageante";"imageantes";"imageants";0;0;88722
"imaginant";"imaginante";"imaginantes";"imaginants";0;3;88723
"imbibant";"imbibante";"imbibantes";"imbibants";0;0;88724
"imbriquant";"imbriquante";"imbriquantes";"imbriquants";0;2;88725
"imitant";"imitante";"imitantes";"imitants";0;0;88726
"immatriculant";"immatriculante";"immatriculantes";"immatriculants";0;0;88728
"immergeant";"immergeante";"immergeantes";"immergeants";0;0;88729
"immigrant";"immigrante";"immigrantes";"immigrants";0;2;88730
"immolant";"immolante";"immolantes";"immolants";0;0;88732
"impactant";"impactante";"impactantes";"impactants";0;1;88735
"impartissant";"impartissante";"impartissantes";"impartissants";0;0;88736
"impatientant";"impatientante";"impatientantes";"impatientants";0;0;88737
"impétrant";"impétrante";"impétrantes";"impétrants";0;0;88740
"implantant";"implantante";"implantantes";"implantants";0;0;88741
"implémentant";"implémentante";"implémentantes";"implémentants";0;0;88742
"impliquant";"impliquante";"impliquantes";"impliquants";0;156;88743
"implorant";"implorante";"implorantes";"implorants";0;1;88744
"important";"importante";"importantes";"importants";0;1295;88746
"importunant";"importunante";"importunantes";"importunants";0;0;88747
"imprégnant";"imprégnante";"imprégnantes";"imprégnants";0;0;88749
"impressionnant";"impressionnante";"impressionnantes";"impressionnants";0;17;88750
"imprimant";"imprimante";"imprimantes";"imprimants";0;0;88751
"improuvant";"improuvante";"improuvantes";"improuvants";0;0;88752
"impulsant";"impulsante";"impulsantes";"impulsants";0;0;88754
"imputant";"imputante";"imputantes";"imputants";0;0;88755
"inactivant";"inactivante";"inactivantes";"inactivants";0;0;88756
"inaugurant";"inaugurante";"inaugurantes";"inaugurants";0;0;88757
"incarcérant";"incarcérante";"incarcérantes";"incarcérants";0;0;88758
"incarnant";"incarnante";"incarnantes";"incarnants";0;4;88759
"incendiant";"incendiante";"incendiantes";"incendiants";0;0;88760
"incidentant";"incidentante";"incidentantes";"incidentants";0;0;88761
"incinérant";"incinérante";"incinérantes";"incinérants";0;0;88762
"incitant";"incitante";"incitantes";"incitants";0;14;88764
"inclinant";"inclinante";"inclinantes";"inclinants";0;1;88765
"incluant";"incluante";"incluantes";"incluants";0;88;88766
"incombant";"incombante";"incombantes";"incombants";0;23;88767
"incommodant";"incommodante";"incommodantes";"incommodants";0;0;88768
"incorporant";"incorporante";"incorporantes";"incorporants";0;1;88769
"incrémentant";"incrémentante";"incrémentantes";"incrémentants";0;0;88770
"incriminant";"incriminante";"incriminantes";"incriminants";0;5;88771
"incrustant";"incrustante";"incrustantes";"incrustants";0;0;88772
"incubant";"incubante";"incubantes";"incubants";0;0;88773
"inculpant";"inculpante";"inculpantes";"inculpants";0;0;88774
"inculquant";"inculquante";"inculquantes";"inculquants";0;0;88775
"incurvant";"incurvante";"incurvantes";"incurvants";0;0;88776
"indexant";"indexante";"indexantes";"indexants";0;0;88778
"indiçant";"indiçante";"indiçantes";"indiçants";0;0;88780
"indifférant";"indifférante";"indifférantes";"indifférants";0;0;88781
"indignant";"indignante";"indignantes";"indignants";0;0;88782
"indiquant";"indiquante";"indiquantes";"indiquants";0;176;88783
"indulgenciant";"indulgenciante";"indulgenciantes";"indulgenciants";0;0;88787
"indurant";"indurante";"indurantes";"indurants";0;0;88788
"infatuant";"infatuante";"infatuantes";"infatuants";0;0;88791
"infectant";"infectante";"infectantes";"infectants";0;0;88792
"inféodant";"inféodante";"inféodantes";"inféodants";0;0;88793
"inférant";"inférante";"inférantes";"inférants";0;0;88794
"infestant";"infestante";"infestantes";"infestants";0;0;88796
"infiltrant";"infiltrante";"infiltrantes";"infiltrants";0;0;88797
"infirmant";"infirmante";"infirmantes";"infirmants";0;0;88798
"infléchissant";"infléchissante";"infléchissantes";"infléchissants";0;0;88799
"infligeant";"infligeante";"infligeantes";"infligeants";0;6;88800
"influençant";"influençante";"influençantes";"influençants";0;0;88801
"influant";"influante";"influantes";"influants";0;0;88802
"informant";"informante";"informantes";"informants";0;16;88804
"ingérant";"ingérante";"ingérantes";"ingérants";0;0;88806
"ingurgitant";"ingurgitante";"ingurgitantes";"ingurgitants";0;0;88807
"inhalant";"inhalante";"inhalantes";"inhalants";0;0;88808
"inhibant";"inhibante";"inhibantes";"inhibants";0;0;88809
"inhumant";"inhumante";"inhumantes";"inhumants";0;0;88810
"initiant";"initiante";"initiantes";"initiants";0;0;88812
"injectant";"injectante";"injectantes";"injectants";0;0;88813
"injuriant";"injuriante";"injuriantes";"injuriants";0;0;88814
"innervant";"innervante";"innervantes";"innervants";0;0;88815
"innocentant";"innocentante";"innocentantes";"innocentants";0;0;88816
"innovant";"innovante";"innovantes";"innovants";0;7;88817
"inoculant";"inoculante";"inoculantes";"inoculants";0;0;88818
"inondant";"inondante";"inondantes";"inondants";0;0;88819
"inquiétant";"inquiétante";"inquiétantes";"inquiétants";0;30;88820
"inscrivant";"inscrivante";"inscrivantes";"inscrivants";0;16;88821
"insculpant";"insculpante";"insculpantes";"insculpants";0;0;88822
"inséminant";"inséminante";"inséminantes";"inséminants";0;0;88823
"insérant";"insérante";"insérantes";"insérants";0;0;88825
"insinuant";"insinuante";"insinuantes";"insinuants";0;2;88826
"insistant";"insistante";"insistantes";"insistants";0;30;88827
"insolant";"insolante";"insolantes";"insolants";0;0;88828
"inspectant";"inspectante";"inspectantes";"inspectants";0;0;88831
"inspirant";"inspirante";"inspirantes";"inspirants";0;57;88832
"installant";"installante";"installantes";"installants";0;0;88833
"instaurant";"instaurante";"instaurantes";"instaurants";0;59;88834
"instiguant";"instiguante";"instiguantes";"instiguants";0;0;88835
"instillant";"instillante";"instillantes";"instillants";0;0;88836
"instituant";"instituante";"instituantes";"instituants";0;325;88837
"instrumentant";"instrumentante";"instrumentantes";"instrumentants";0;0;88841
"insufflant";"insufflante";"insufflantes";"insufflants";0;0;88842
"insultant";"insultante";"insultantes";"insultants";0;3;88843
"insupportant";"insupportante";"insupportantes";"insupportants";0;0;88844
"intaillant";"intaillante";"intaillantes";"intaillants";0;0;88845
"intégrant";"intégrante";"intégrantes";"intégrants";0;7;88846
"intensifiant";"intensifiante";"intensifiantes";"intensifiants";0;1;88848
"intentant";"intentante";"intentantes";"intentants";0;0;88849
"interagissant";"interagissante";"interagissantes";"interagissants";0;0;88850
"intercalant";"intercalante";"intercalantes";"intercalants";0;0;88851
"intercédant";"intercédante";"intercédantes";"intercédants";0;0;88852
"interceptant";"interceptante";"interceptantes";"interceptants";0;2;88853
"interclassant";"interclassante";"interclassantes";"interclassants";0;0;88854
"interconnectant";"interconnectante";"interconnectantes";"interconnectants";0;0;88855
"intéressant";"intéressante";"intéressantes";"intéressants";0;115;88857
"interférant";"interférante";"interférantes";"interférants";0;0;88858
"interfoliant";"interfoliante";"interfoliantes";"interfoliants";0;0;88859
"interjetant";"interjetante";"interjetantes";"interjetants";0;0;88861
"interlignant";"interlignante";"interlignantes";"interlignants";0;0;88862
"interloquant";"interloquante";"interloquantes";"interloquants";0;0;88863
"internant";"internante";"internantes";"internants";0;0;88865
"interpellant";"interpellante";"interpellantes";"interpellants";0;0;88866
"interpolant";"interpolante";"interpolantes";"interpolants";0;0;88867
"interprétant";"interprétante";"interprétantes";"interprétants";0;0;88869
"interrogeant";"interrogeante";"interrogeantes";"interrogeants";0;1;88870
"interrompant";"interrompante";"interrompantes";"interrompants";0;0;88871
"intervenant";"intervenante";"intervenantes";"intervenants";0;70;88872
"intervertissant";"intervertissante";"intervertissantes";"intervertissants";0;0;88873
"interviewant";"interviewante";"interviewantes";"interviewants";0;0;88874
"intimant";"intimante";"intimantes";"intimants";0;0;88875
"intimidant";"intimidante";"intimidantes";"intimidants";0;0;88876
"intitulant";"intitulante";"intitulantes";"intitulants";0;0;88877
"intoxiquant";"intoxiquante";"intoxiquantes";"intoxiquants";0;0;88878
"intriguant";"intriguante";"intriguantes";"intriguants";0;0;88879
"intriquant";"intriquante";"intriquantes";"intriquants";0;0;88880
"intubant";"intubante";"intubantes";"intubants";0;0;88883
"intuitionnant";"intuitionnante";"intuitionnantes";"intuitionnants";0;0;88884
"invalidant";"invalidante";"invalidantes";"invalidants";0;1;88885
"invectivant";"invectivante";"invectivantes";"invectivants";0;0;88886
"inventant";"inventante";"inventantes";"inventants";0;10;88887
"inventoriant";"inventoriante";"inventoriantes";"inventoriants";0;0;88888
"inversant";"inversante";"inversantes";"inversants";0;0;88889
"invertissant";"invertissante";"invertissantes";"invertissants";0;0;88890
"investissant";"investissante";"investissantes";"investissants";0;2;88891
"invitant";"invitante";"invitantes";"invitants";0;50;88892
"invoquant";"invoquante";"invoquantes";"invoquants";0;11;88893
"iodant";"iodante";"iodantes";"iodants";0;0;88894
"iodlant";"iodlante";"iodlantes";"iodlants";0;0;88895
"ioulant";"ioulante";"ioulantes";"ioulants";0;0;88897
"irradiant";"irradiante";"irradiantes";"irradiants";0;0;88900
"irriguant";"irriguante";"irriguantes";"irriguants";0;0;88901
"irritant";"irritante";"irritantes";"irritants";0;3;88902
"itérant";"itérante";"itérantes";"itérants";0;0;88906
"ixant";"ixante";"ixantes";"ixants";0;0;88907
"jablant";"jablante";"jablantes";"jablants";0;0;88908
"jabotant";"jabotante";"jabotantes";"jabotants";0;0;88909
"jacassant";"jacassante";"jacassantes";"jacassants";0;0;88910
"jachérant";"jachérante";"jachérantes";"jachérants";0;0;88911
"jactant";"jactante";"jactantes";"jactants";0;0;88912
"jaillissant";"jaillissante";"jaillissantes";"jaillissants";0;2;88913
"jalonnant";"jalonnante";"jalonnantes";"jalonnants";0;0;88914
"jambonnant";"jambonnante";"jambonnantes";"jambonnants";0;0;88916
"japonnant";"japonnante";"japonnantes";"japonnants";0;0;88918
"jappant";"jappante";"jappantes";"jappants";0;0;88919
"jardinant";"jardinante";"jardinantes";"jardinants";0;0;88920
"jargonnant";"jargonnante";"jargonnantes";"jargonnants";0;0;88921
"jarretant";"jarretante";"jarretantes";"jarretants";0;0;88922
"jaspant";"jaspante";"jaspantes";"jaspants";0;0;88924
"jaspinant";"jaspinante";"jaspinantes";"jaspinants";0;0;88925
"jaugeant";"jaugeante";"jaugeantes";"jaugeants";0;0;88926
"jaunissant";"jaunissante";"jaunissantes";"jaunissants";0;1;88927
"javelant";"javelante";"javelantes";"javelants";0;0;88928
"jerkant";"jerkante";"jerkantes";"jerkants";0;0;88930
"jetant";"jetante";"jetantes";"jetants";0;0;88931
"jeénant";"jeénante";"jeénantes";"jeénants";0;0;88932
"jobardant";"jobardante";"jobardantes";"jobardants";0;0;88933
"jodlant";"jodlante";"jodlantes";"jodlants";0;0;88934
"joggant";"joggante";"joggantes";"joggants";0;0;88935
"joignant";"joignante";"joignantes";"joignants";0;9;88936
"jointoyant";"jointoyante";"jointoyantes";"jointoyants";0;0;88937
"jonçant";"jonçante";"jonçantes";"jonçants";0;0;88938
"jonchant";"jonchante";"jonchantes";"jonchants";0;0;88939
"jonglant";"jonglante";"jonglantes";"jonglants";0;0;88940
"jouaillant";"jouaillante";"jouaillantes";"jouaillants";0;0;88941
"jouant";"jouante";"jouantes";"jouants";0;13;88943
"jouissant";"jouissante";"jouissantes";"jouissants";0;11;88944
"jouquant";"jouquante";"jouquantes";"jouquants";0;0;88945
"joutant";"joutante";"joutantes";"joutants";0;0;88946
"jouxtant";"jouxtante";"jouxtantes";"jouxtants";0;0;88947
"jubilant";"jubilante";"jubilantes";"jubilants";0;0;88948
"juchant";"juchante";"juchantes";"juchants";0;0;88949
"judaïsant";"judaïsante";"judaïsantes";"judaïsants";0;0;88950
"jugeant";"jugeante";"jugeantes";"jugeants";0;25;88951
"jugulant";"jugulante";"jugulantes";"jugulants";0;0;88952
"jumelant";"jumelante";"jumelantes";"jumelants";0;0;88953
"juponnant";"juponnante";"juponnantes";"juponnants";0;0;88954
"jurant";"jurante";"jurantes";"jurants";0;0;88955
"justiciant";"justiciante";"justiciantes";"justiciants";0;0;88956
"justifiant";"justifiante";"justifiantes";"justifiants";0;75;88957
"jutant";"jutante";"jutantes";"jutants";0;0;88958
"kidnappant";"kidnappante";"kidnappantes";"kidnappants";0;0;88961
"kilométrant";"kilométrante";"kilométrantes";"kilométrants";0;0;88962
"klaxonnant";"klaxonnante";"klaxonnantes";"klaxonnants";0;0;88963
"labourant";"labourante";"labourantes";"labourants";0;0;88966
"laçant";"laçante";"laçantes";"laçants";0;0;88967
"lacérant";"lacérante";"lacérantes";"lacérants";0;0;88968
"lâchant";"lâchante";"lâchantes";"lâchants";0;0;88969
"lainant";"lainante";"lainantes";"lainants";0;0;88971
"laissant";"laissante";"laissantes";"laissants";0;98;88972
"laitonnant";"laitonnante";"laitonnantes";"laitonnants";0;0;88973
"laïussant";"laïussante";"laïussantes";"laïussants";0;0;88974
"lambinant";"lambinante";"lambinantes";"lambinants";0;0;88975
"lambrissant";"lambrissante";"lambrissantes";"lambrissants";0;0;88976
"lamentant";"lamentante";"lamentantes";"lamentants";0;0;88977
"lamant";"lamante";"lamantes";"lamants";0;0;88978
"laminant";"laminante";"laminantes";"laminants";0;0;88979
"lampant";"lampante";"lampantes";"lampants";0;0;88980
"lançant";"lançante";"lançantes";"lançants";0;0;88981
"lancinant";"lancinante";"lancinantes";"lancinants";0;2;88982
"langeant";"langeante";"langeantes";"langeants";0;0;88983
"langueyant";"langueyante";"langueyantes";"langueyants";0;0;88984
"languissant";"languissante";"languissantes";"languissants";0;1;88985
"lanternant";"lanternante";"lanternantes";"lanternants";0;0;88986
"lapant";"lapante";"lapantes";"lapants";0;0;88987
"lapidant";"lapidante";"lapidantes";"lapidants";0;0;88988
"lapidifiant";"lapidifiante";"lapidifiantes";"lapidifiants";0;0;88989
"lapinant";"lapinante";"lapinantes";"lapinants";0;0;88990
"laquant";"laquante";"laquantes";"laquants";0;0;88991
"lardant";"lardante";"lardantes";"lardants";0;0;88992
"lardonnant";"lardonnante";"lardonnantes";"lardonnants";0;0;88993
"larguant";"larguante";"larguantes";"larguants";0;0;88994
"larmoyant";"larmoyante";"larmoyantes";"larmoyants";0;1;88995
"lassant";"lassante";"lassantes";"lassants";0;2;88997
"lattant";"lattante";"lattantes";"lattants";0;0;88999
"lavant";"lavante";"lavantes";"lavants";0;0;89000
"layant";"layante";"layantes";"layants";0;0;89001
"léchant";"léchante";"léchantes";"léchants";0;0;89002
"légendant";"légendante";"légendantes";"légendants";0;0;89004
"légiférant";"légiférante";"légiférantes";"légiférants";0;0;89005
"légitimant";"légitimante";"légitimantes";"légitimants";0;0;89006
"léguant";"léguante";"léguantes";"léguants";0;0;89007
"lénifiant";"lénifiante";"lénifiantes";"lénifiants";0;0;89009
"lessivant";"lessivante";"lessivantes";"lessivants";0;0;89012
"lestant";"lestante";"lestantes";"lestants";0;0;89013
"leurrant";"leurrante";"leurrantes";"leurrants";0;0;89014
"levant";"levante";"levantes";"levants";0;2;89015
"lévigeant";"lévigeante";"lévigeantes";"lévigeants";0;0;89016
"lévitant";"lévitante";"lévitantes";"lévitants";0;0;89017
"levrettant";"levrettante";"levrettantes";"levrettants";0;0;89018
"liardant";"liardante";"liardantes";"liardants";0;0;89022
"libellant";"libellante";"libellantes";"libellants";0;0;89023
"libérant";"libérante";"libérantes";"libérants";0;0;89025
"licenciant";"licenciante";"licenciantes";"licenciants";0;0;89026
"lichant";"lichante";"lichantes";"lichants";0;0;89027
"licitant";"licitante";"licitantes";"licitants";0;0;89028
"liégeant";"liégeante";"liégeantes";"liégeants";0;0;89029
"liant";"liante";"liantes";"liants";0;21;89030
"liftant";"liftante";"liftantes";"liftants";0;0;89031
"ligaturant";"ligaturante";"ligaturantes";"ligaturants";0;0;89032
"lignant";"lignante";"lignantes";"lignants";0;0;89033
"lignifiant";"lignifiante";"lignifiantes";"lignifiants";0;0;89034
"ligotant";"ligotante";"ligotantes";"ligotants";0;0;89035
"liguant";"liguante";"liguantes";"liguants";0;0;89036
"limandant";"limandante";"limandantes";"limandants";0;0;89037
"limant";"limante";"limantes";"limants";0;0;89038
"limitant";"limitante";"limitantes";"limitants";0;88;89039
"limogeant";"limogeante";"limogeantes";"limogeants";0;0;89040
"limonant";"limonante";"limonantes";"limonants";0;0;89041
"lingeant";"lingeante";"lingeantes";"lingeants";0;0;89043
"liquatant";"liquatante";"liquatantes";"liquatants";0;0;89044
"liquéfiant";"liquéfiante";"liquéfiantes";"liquéfiants";0;0;89045
"liquidant";"liquidante";"liquidantes";"liquidants";0;0;89046
"lissant";"lissante";"lissantes";"lissants";0;0;89050
"listant";"listante";"listantes";"listants";0;7;89051
"litant";"litante";"litantes";"litants";0;0;89052
"lithographiant";"lithographiante";"lithographiantes";"lithographiants";0;0;89053
"livrant";"livrante";"livrantes";"livrants";0;5;89054
"lixiviant";"lixiviante";"lixiviantes";"lixiviants";0;0;89055
"lobant";"lobante";"lobantes";"lobants";0;0;89056
"lochant";"lochante";"lochantes";"lochants";0;0;89059
"lockoutant";"lockoutante";"lockoutantes";"lockoutants";0;0;89061
"lofant";"lofante";"lofantes";"lofants";0;0;89062
"logeant";"logeante";"logeantes";"logeants";0;0;89063
"longeant";"longeante";"longeantes";"longeants";0;0;89064
"loquant";"loquante";"loquantes";"loquants";0;0;89065
"lorgnant";"lorgnante";"lorgnantes";"lorgnants";0;0;89066
"lotionnant";"lotionnante";"lotionnantes";"lotionnants";0;0;89067
"lotissant";"lotissante";"lotissantes";"lotissants";0;0;89068
"louangeant";"louangeante";"louangeantes";"louangeants";0;0;89069
"louchant";"louchante";"louchantes";"louchants";0;0;89070
"louchissant";"louchissante";"louchissantes";"louchissants";0;0;89071
"louant";"louante";"louantes";"louants";0;0;89072
"loufant";"loufante";"loufantes";"loufants";0;0;89073
"loupant";"loupante";"loupantes";"loupants";0;0;89074
"lourdant";"lourdante";"lourdantes";"lourdants";0;0;89075
"lourant";"lourante";"lourantes";"lourants";0;0;89076
"louvant";"louvante";"louvantes";"louvants";0;0;89077
"louvetant";"louvetante";"louvetantes";"louvetants";0;0;89078
"louvoyant";"louvoyante";"louvoyantes";"louvoyants";0;0;89079
"lovant";"lovante";"lovantes";"lovants";0;0;89080
"lubrifiant";"lubrifiante";"lubrifiantes";"lubrifiants";0;0;89081
"luchant";"luchante";"luchantes";"luchants";0;0;89082
"lugeant";"lugeante";"lugeantes";"lugeants";0;0;89083
"lunchant";"lunchante";"lunchantes";"lunchants";0;0;89085
"lustrant";"lustrante";"lustrantes";"lustrants";0;0;89086
"lutant";"lutante";"lutantes";"lutants";0;0;89087
"lutinant";"lutinante";"lutinantes";"lutinants";0;0;89088
"luttant";"luttante";"luttantes";"luttants";0;4;89089
"luxant";"luxante";"luxantes";"luxants";0;0;89090
"lynchant";"lynchante";"lynchantes";"lynchants";0;0;89091
"lyrant";"lyrante";"lyrantes";"lyrants";0;0;89093
"macérant";"macérante";"macérantes";"macérants";0;0;89096
"mâchant";"mâchante";"mâchantes";"mâchants";0;0;89097
"machicotant";"machicotante";"machicotantes";"machicotants";0;0;89098
"machinant";"machinante";"machinantes";"machinants";0;0;89099
"mâchonnant";"mâchonnante";"mâchonnantes";"mâchonnants";0;0;89100
"mâchouillant";"mâchouillante";"mâchouillantes";"mâchouillants";0;0;89101
"mâchurant";"mâchurante";"mâchurantes";"mâchurants";0;0;89102
"maclant";"maclante";"maclantes";"maclants";0;0;89103
"maçonnant";"maçonnante";"maçonnantes";"maçonnants";0;0;89104
"macquant";"macquante";"macquantes";"macquants";0;0;89105
"maculant";"maculante";"maculantes";"maculants";0;0;89106
"madéfiant";"madéfiante";"madéfiantes";"madéfiants";0;0;89107
"maganant";"maganante";"maganantes";"maganants";0;0;89110
"magnant";"magnante";"magnantes";"magnants";0;0;89112
"magnétoscopant";"magnétoscopante";"magnétoscopantes";"magnétoscopants";0;0;89114
"magnifiant";"magnifiante";"magnifiantes";"magnifiants";0;0;89115
"magouillant";"magouillante";"magouillantes";"magouillants";0;0;89116
"maigrissant";"maigrissante";"maigrissantes";"maigrissants";0;0;89118
"maillant";"maillante";"maillantes";"maillants";0;1;89119
"mainmettant";"mainmettante";"mainmettantes";"mainmettants";0;0;89120
"maintenant";"maintenante";"maintenantes";"maintenants";0;187;89121
"majorant";"majorante";"majorantes";"majorants";0;0;89123
"malaxant";"malaxante";"malaxantes";"malaxants";0;0;89124
"malmenant";"malmenante";"malmenantes";"malmenants";0;0;89126
"maltant";"maltante";"maltantes";"maltants";0;0;89127
"maltraitant";"maltraitante";"maltraitantes";"maltraitants";0;0;89128
"mamelonnant";"mamelonnante";"mamelonnantes";"mamelonnants";0;0;89129
"manageant";"manageante";"manageantes";"manageants";0;0;89130
"manchonnant";"manchonnante";"manchonnantes";"manchonnants";0;0;89131
"mandatant";"mandatante";"mandatantes";"mandatants";0;0;89132
"mandant";"mandante";"mandantes";"mandants";0;1;89133
"mandrinant";"mandrinante";"mandrinantes";"mandrinants";0;0;89134
"manégeant";"manégeante";"manégeantes";"manégeants";0;0;89135
"mangeottant";"mangeottante";"mangeottantes";"mangeottants";0;0;89136
"mangeant";"mangeante";"mangeantes";"mangeants";0;0;89137
"maniant";"maniante";"maniantes";"maniants";0;0;89138
"maniérant";"maniérante";"maniérantes";"maniérants";0;0;89139
"manifestant";"manifestante";"manifestantes";"manifestants";0;7;89140
"manigançant";"manigançante";"manigançantes";"manigançants";0;0;89141
"manipulant";"manipulante";"manipulantes";"manipulants";0;0;89142
"mannequinant";"mannequinante";"mannequinantes";"mannequinants";0;0;89143
"manoeuvrant";"manoeuvrante";"manoeuvrantes";"manoeuvrants";0;0;89144
"manoquant";"manoquante";"manoquantes";"manoquants";0;0;89145
"manquant";"manquante";"manquantes";"manquants";0;14;89146
"mansardant";"mansardante";"mansardantes";"mansardants";0;0;89147
"manucurant";"manucurante";"manucurantes";"manucurants";0;0;89148
"manufacturant";"manufacturante";"manufacturantes";"manufacturants";0;0;89149
"manutentionnant";"manutentionnante";"manutentionnantes";"manutentionnants";0;0;89150
"mappant";"mappante";"mappantes";"mappants";0;0;89151
"maquant";"maquante";"maquantes";"maquants";0;0;89152
"maquereautant";"maquereautante";"maquereautantes";"maquereautants";0;0;89153
"maquerellant";"maquerellante";"maquerellantes";"maquerellants";0;0;89154
"maquettant";"maquettante";"maquettantes";"maquettants";0;0;89155
"maquignonnant";"maquignonnante";"maquignonnantes";"maquignonnants";0;0;89156
"maquillant";"maquillante";"maquillantes";"maquillants";0;0;89157
"maraboutant";"maraboutante";"maraboutantes";"maraboutants";0;0;89158
"maraudant";"maraudante";"maraudantes";"maraudants";0;0;89159
"marbrant";"marbrante";"marbrantes";"marbrants";0;0;89160
"marchandant";"marchandante";"marchandantes";"marchandants";0;0;89161
"marchant";"marchante";"marchantes";"marchants";0;0;89162
"marcottant";"marcottante";"marcottantes";"marcottants";0;0;89163
"margaudant";"margaudante";"margaudantes";"margaudants";0;0;89164
"margeant";"margeante";"margeantes";"margeants";0;0;89165
"marginant";"marginante";"marginantes";"marginants";0;0;89167
"margotant";"margotante";"margotantes";"margotants";0;0;89168
"margottant";"margottante";"margottantes";"margottants";0;0;89169
"mariant";"mariante";"mariantes";"mariants";0;0;89170
"marinant";"marinante";"marinantes";"marinants";0;0;89171
"marivaudant";"marivaudante";"marivaudantes";"marivaudants";0;0;89172
"marmitant";"marmitante";"marmitantes";"marmitants";0;0;89173
"marmonnant";"marmonnante";"marmonnantes";"marmonnants";0;0;89174
"marmottant";"marmottante";"marmottantes";"marmottants";0;0;89176
"marnant";"marnante";"marnantes";"marnants";0;0;89177
"maronnant";"maronnante";"maronnantes";"maronnants";0;0;89178
"maroquinant";"maroquinante";"maroquinantes";"maroquinants";0;0;89179
"marouflant";"marouflante";"marouflantes";"marouflants";0;0;89181
"marquant";"marquante";"marquantes";"marquants";0;21;89182
"marquetant";"marquetante";"marquetantes";"marquetants";0;0;89183
"marronnant";"marronnante";"marronnantes";"marronnants";0;0;89185
"marsouinant";"marsouinante";"marsouinantes";"marsouinants";0;0;89186
"martelant";"martelante";"martelantes";"martelants";0;0;89188
"martinant";"martinante";"martinantes";"martinants";0;0;89189
"masquant";"masquante";"masquantes";"masquants";0;0;89193
"massacrant";"massacrante";"massacrantes";"massacrants";0;0;89194
"massant";"massante";"massantes";"massants";0;0;89195
"massicotant";"massicotante";"massicotantes";"massicotants";0;0;89196
"massifiant";"massifiante";"massifiantes";"massifiants";0;0;89197
"mastiquant";"mastiquante";"mastiquantes";"mastiquants";0;0;89198
"masturbant";"masturbante";"masturbantes";"masturbants";0;0;89199
"matchant";"matchante";"matchantes";"matchants";0;0;89200
"matelassant";"matelassante";"matelassantes";"matelassants";0;0;89201
"matant";"matante";"matantes";"matants";0;0;89202
"mâtant";"mâtante";"mâtantes";"mâtants";0;0;89203
"maternant";"maternante";"maternantes";"maternants";0;0;89205
"mâtinant";"mâtinante";"mâtinantes";"mâtinants";0;0;89208
"matissant";"matissante";"matissantes";"matissants";0;0;89209
"matraquant";"matraquante";"matraquantes";"matraquants";0;0;89210
"matriçant";"matriçante";"matriçantes";"matriçants";0;0;89211
"matriculant";"matriculante";"matriculantes";"matriculants";0;0;89212
"maturant";"maturante";"maturantes";"maturants";0;0;89213
"maudissant";"maudissante";"maudissantes";"maudissants";0;0;89214
"maugréant";"maugréante";"maugréantes";"maugréants";0;0;89215
"méchant";"méchante";"méchantes";"méchants";0;25;89221
"mécomptant";"mécomptante";"mécomptantes";"mécomptants";0;0;89222
"méconnaissant";"méconnaissante";"méconnaissantes";"méconnaissants";0;0;89224
"mécontentant";"mécontentante";"mécontentantes";"mécontentants";0;0;89225
"mécroyant";"mécroyante";"mécroyantes";"mécroyants";0;0;89226
"médaillant";"médaillante";"médaillantes";"médaillants";0;0;89227
"médicamentant";"médicamentante";"médicamentantes";"médicamentants";0;0;89230
"méditant";"méditante";"méditantes";"méditants";0;0;89233
"mégissant";"mégissante";"mégissantes";"mégissants";0;0;89238
"mégotant";"mégotante";"mégotantes";"mégotants";0;0;89239
"méjugeant";"méjugeante";"méjugeantes";"méjugeants";0;0;89240
"mélangeant";"mélangeante";"mélangeantes";"mélangeants";0;0;89241
"mêlant";"mêlante";"mêlantes";"mêlants";0;0;89242
"menaçant";"menaçante";"menaçantes";"menaçants";0;8;89244
"ménageant";"ménageante";"ménageantes";"ménageants";0;0;89245
"mendiant";"mendiante";"mendiantes";"mendiants";0;13;89246
"mendigotant";"mendigotante";"mendigotantes";"mendigotants";0;0;89247
"menant";"menante";"menantes";"menants";0;25;89248
